자격구분코드,자격구분명,계열명,종목명
W,일학습병행자격,L2,단위화훼장식_L2_ver3.0
W,일학습병행자격,L5,광산보안·화약류관리_L5_ver3.0
W,일학습병행자격,L2,건설용크레인조종_L2_ver1.0
W,일학습병행자격,L2,항만크레인조종_L2_ver1.0
W,일학습병행자격,L2,강관제조_L2_ver1.0
W,일학습병행자격,L2,농촌체험_L2_ver1.0
W,일학습병행자격,L3,단조압출인발(압출인발)_L3_ver3.0
W,일학습병행자격,L2,열처리_L2_ver3.0
W,일학습병행자격,L2,선재가공_L2_ver3.0
W,일학습병행자격,L2,강관제조_L2_ver3.0
W,일학습병행자격,L4,수동용접(CO2용접)_L4_ver3.0
W,일학습병행자격,L3,방사선비파괴검사관리_L3_22V2
W,일학습병행자격,L4,선실의장_L4_22V2
W,일학습병행자격,L4,선장의장_L4_22V2
W,일학습병행자격,L3,자기비파괴검사관리_L3_22V2
W,일학습병행자격,L4,전장의장_L4_22V2
W,일학습병행자격,L3,초음파비파괴검사관리_L3_22V2
W,일학습병행자격,L3,침투비파괴검사관리_L3_22V2
W,일학습병행자격,L3,CNC밀링가공_L3_22V2
W,일학습병행자격,L3,CNC선반가공_L3_22V2
W,일학습병행자격,L3,SW개발_L3_22V2
W,일학습병행자격,L3,가금사육_L3_22V2
W,일학습병행자격,L5,건축구조설계_L5_22V2
W,일학습병행자격,L5,건축설계_L5_22V2
W,일학습병행자격,L3,공연음향_L3_22V2
W,일학습병행자격,L3,광물·석유자원개발_L3_22V2
W,일학습병행자격,L5,광물·석유자원개발_L5_22V2
W,일학습병행자격,L5,광산보안·화약류관리_L5_22V2
W,일학습병행자격,L3,광산조사·탐사_L3_22V2
W,일학습병행자격,L5,광산조사·탐사_L5_22V2
W,일학습병행자격,L2,구조물해체_L2_22V2
W,일학습병행자격,L3,굴삭기정비_L3_22V2
W,일학습병행자격,L4,금속재료평가_L4_22V2
W,일학습병행자격,L4,기계생산관리_L4_22V2
W,일학습병행자격,L5,기계생산관리_L5_22V2
W,일학습병행자격,L6,기계설비제어_L6_22V2
W,일학습병행자격,L6,기계시스템설계_L6_22V2
W,일학습병행자격,L3,공연음향_L3_ver1.0
W,일학습병행자격,L3,디지털디자인_L3_ver1.0
W,일학습병행자격,L3,시각디자인_L3_ver1.0
W,일학습병행자격,L3,실내디자인_L3_ver1.0
W,일학습병행자격,L3,캐릭터제작_L3_ver1.0
W,일학습병행자격,L3,텍스타일디자인_L3_ver1.0
W,일학습병행자격,L3,환경디자인_L3_ver1.0
W,일학습병행자격,L5,검정_L5_ver1.0
W,일학습병행자격,L5,선박기관_L5_ver1.0
W,일학습병행자격,L5,선박항해_L5_ver1.0
W,일학습병행자격,L5,재난방재조종_L5_ver1.0
W,일학습병행자격,L5,철도관제_L5_ver1.0
W,일학습병행자격,L5,철도정보통신시설물유지보수_L5_ver1.0
W,일학습병행자격,L5,항공보안관리_L5_ver1.0
W,일학습병행자격,L4,철도기관_L4_ver1.0
W,일학습병행자격,L4,철도선로시설물유지보수_L4_ver1.0
W,일학습병행자격,L3,경량항공기레저관광조종_L3_ver1.0
W,일학습병행자격,L3,선박기관_L3_ver1.0
W,일학습병행자격,L3,선박항해_L3_ver1.0
W,일학습병행자격,L3,항공보안관리_L3_ver1.0
W,일학습병행자격,L5,감정평가정보_L5_ver1.0
W,일학습병행자격,L5,부동산관리_L5_ver1.0
W,일학습병행자격,L5,부동산자산관리_L5_ver1.0
W,일학습병행자격,L5,부동산중개_L5_ver1.0
W,일학습병행자격,L5,판매관리(방문판매)_L5_ver1.0
W,일학습병행자격,L3,감정평가정보_L3_ver1.0
W,일학습병행자격,L3,부동산중개_L3_ver1.0
W,일학습병행자격,L3,영업_L3_ver1.0
W,일학습병행자격,L3,판매관리(전자상거래)_L3_ver1.0
W,일학습병행자격,L5,보안경비관리_L5_ver1.0
W,일학습병행자격,L3,보안경비_L3_ver1.0
W,일학습병행자격,L2,수선_L2_ver1.0
W,일학습병행자격,L2,세탁_L2_ver1.0
W,일학습병행자격,L5,네일미용_L5_ver1.0
W,일학습병행자격,L5,컨벤션기획_L5_ver1.0
W,일학습병행자격,L5,피부관리_L5_ver1.0
W,일학습병행자격,L5,선박의장설계_L5_ver1.0
W,일학습병행자격,L5,자동차설계_L5_ver1.0
W,일학습병행자격,L5,프레스금형설계_L5_ver1.0
W,일학습병행자격,L5,항공기부품제작_L5_ver1.0
W,일학습병행자격,L5,헬리콥터정비_L5_ver1.0
W,일학습병행자격,L4,기계장치제어_L4_ver1.0
W,일학습병행자격,L4,기계제어설계_L4_ver1.0
W,일학습병행자격,L4,기계품질경영_L4_ver1.0
W,일학습병행자격,L4,동력기계설치·정비_L4_ver1.0
W,일학습병행자격,L4,선박선체건조_L4_ver1.0
W,일학습병행자격,L4,선박시운전정비_L4_ver1.0
W,일학습병행자격,L4,선박의장_L4_ver1.0
W,일학습병행자격,L4,와이어방전가공(와이어컷)_L4_ver1.0
W,일학습병행자격,L4,자동차시험평가_L4_ver1.0
W,일학습병행자격,L4,자동차차체·도장_L4_ver1.0
W,일학습병행자격,L4,특수가공(레이저)_L4_ver1.0
W,일학습병행자격,L4,특수가공(플라즈마)_L4_ver1.0
W,일학습병행자격,L4,CNC절삭가공(밀링)_L4_ver1.0
W,일학습병행자격,L3,냉동공조설계_L3_ver1.0
W,일학습병행자격,L3,냉동공조운영관리_L3_ver1.0
W,일학습병행자격,L3,사출금형설계_L3_ver1.0
W,일학습병행자격,L5,텍스타일디자인_L5_ver2.0
W,일학습병행자격,L3,서비스·경험디자인_L3_ver2.0
W,일학습병행자격,L5,서비스·경험디자인_L5_ver2.0
W,일학습병행자격,L3,실내디자인_L3_ver2.0
W,일학습병행자격,L5,실내디자인_L5_ver2.0
W,일학습병행자격,L3,음악제작_L3_ver2.0
W,일학습병행자격,L5,게임그래픽_L5_ver2.0
W,일학습병행자격,L5,영화제작_L5_ver2.0
W,일학습병행자격,L5,방송제작_L5_ver2.0
W,일학습병행자격,L5,광고제작_L5_ver2.0
W,일학습병행자격,L3,애니메이션제작_L3_ver2.0
W,일학습병행자격,L5,게임프로그래밍_L5_ver2.0
W,일학습병행자격,L3,캐릭터제작_L3_ver2.0
W,일학습병행자격,L3,만화제작_L3_ver2.0
W,일학습병행자격,L4,스마트앱디자인설계_L4_ver2.0
W,일학습병행자격,L3,종자유통_L3_ver2.0
W,일학습병행자격,L3,이용(Barber)_L3_ver1.0
W,일학습병행자격,L3,한식조리_L3_ver1.0
W,일학습병행자격,L3,절삭가공(선반)_L3_ver1.0
W,일학습병행자격,L3,석유화학제품제조(기능성고분자)_L3_ver1.0
W,일학습병행자격,L3,정밀화학제품제조(화장품)_L3_ver1.0
W,일학습병행자격,L3,수산식품가공(건품)_L3_ver1.0
W,일학습병행자격,L3,광산·조사탐사_L3_ver1.0
W,일학습병행자격,L3,수산양식_L3_ver1.0
W,일학습병행자격,L4,의료기관행정관리_L4_ver1.0
W,일학습병행자격,L4,기계장치조립_L4_ver1.0
W,일학습병행자격,L4,유리재료제조_L4_ver1.0
W,일학습병행자격,L4,정수장운영관리_L4_ver1.0
W,일학습병행자격,L4,환경시설관리_L4_ver1.0
W,일학습병행자격,L5,보험영업·계약관리_L5_ver1.0
W,일학습병행자격,L5,위험물안전관리_L5_ver1.0
W,일학습병행자격,L5,광고제작_L5_ver1.0
W,일학습병행자격,L5,판매관리(매장판매)_L5_ver1.0
W,일학습병행자격,L5,판매관리(전자상거래)_L5_ver1.0
W,일학습병행자격,L5,여행상품기획_L5_ver1.0
W,일학습병행자격,L5,해양환경영향평가관리_L5_ver1.0
W,일학습병행자격,L5,플라스틱제품제조(컴파운딩)_L5_ver1.0
W,일학습병행자격,L5,송배전설비시공_L5_ver1.0
W,일학습병행자격,L5,전기철도시공_L5_ver1.0
W,일학습병행자격,L5,무선통신설계_L5_ver1.0
W,일학습병행자격,L5,산업안전관리_L5_ver1.0
W,일학습병행자격,L5,해양에너지생산기술_L5_ver1.0
W,일학습병행자격,L3,기계요소설계_L3_22V2
W,일학습병행자격,L2,기계요소조립_L2_22V2
W,일학습병행자격,L3,기계장치제어_L3_22V2
W,일학습병행자격,L3,기계장치조립_L3_22V2
W,일학습병행자격,L5,기계제어설계_L5_22V2
W,일학습병행자격,L4,기계품질경영_L4_22V2
W,일학습병행자격,L5,기계품질경영_L5_22V2
W,일학습병행자격,L5,기후대기관리_L5_22V2
W,일학습병행자격,L2,김치류제조가공_L2_22V2
W,일학습병행자격,L4,디스플레이개발_L4_22V2
W,일학습병행자격,L3,디지털디자인_L3_22V2
W,일학습병행자격,L6,디지털디자인디렉터_L6_22V2
W,일학습병행자격,L3,마케팅·커뮤니케이션_L3_22V2
W,일학습병행자격,L5,마케팅전략기획_L5_22V2
W,일학습병행자격,L2,면류제조_L2_22V2
W,일학습병행자격,L5,문화예술경영_L5_22V2
W,일학습병행자격,L2,밀링가공_L2_22V2
W,일학습병행자격,L3,바이오의약품제조_L3_22V2
W,일학습병행자격,L5,바이오의약품제조_L5_22V2
W,일학습병행자격,L3,바이오화학제품제조_L3_22V2
W,일학습병행자격,L5,바이오화학제품제조_L5_22V2
W,일학습병행자격,L3,반도체장비조립_L3_22V2
W,일학습병행자격,L3,반도체제조운영_L3_22V2
W,일학습병행자격,L3,보안경비_L3_22V2
W,일학습병행자격,L3,사출금형제작_L3_22V2
W,일학습병행자격,L3,사회복지서비스_L3_22V2
W,일학습병행자격,L5,사회복지서비스_L5_22V2
W,일학습병행자격,L4,산업물류_L4_22V2
W,일학습병행자격,L3,산업환경전기·계측제어설비_L3_22V2
W,일학습병행자격,L5,산업환경전기·계측제어설비_L5_22V2
W,일학습병행자격,L4,크루즈운영관리_L4_ver1.0
W,일학습병행자격,L3,여행안내_L3_ver1.0
W,일학습병행자격,L3,카지노운영관리_L3_ver1.0
W,일학습병행자격,L3,호텔식음료(서비스사)_L3_ver1.0
W,일학습병행자격,L3,바리스타_L3_ver1.0
W,일학습병행자격,L5,조경_L5_ver1.0
W,일학습병행자격,L5,해양플랜트설치·운용관리_L5_ver1.0
W,일학습병행자격,L3,산업환경기계설비_L3_ver1.0
W,일학습병행자격,L3,토목사업관리_L3_ver1.0
W,일학습병행자격,L2,건설기계정비_L2_ver1.0
W,일학습병행자격,L2,도로장비조종_L2_ver1.0
W,일학습병행자격,L2,준설선조종_L2_ver1.0
W,일학습병행자격,L2,측량·지리정보개발_L2_ver1.0
W,일학습병행자격,L5,기계품질경영_L5_ver1.0
W,일학습병행자격,L5,철도차량유지보수_L5_ver1.0
W,일학습병행자격,L4,기계생산관리_L4_ver1.0
W,일학습병행자격,L4,생산기계설치·정비_L4_ver1.0
W,일학습병행자격,L4,자동차정비_L4_ver1.0
W,일학습병행자격,L4,CNC절삭가공(선반)_L4_ver1.0
W,일학습병행자격,L3,선박선체설계_L3_ver1.0
W,일학습병행자격,L3,절삭가공(연삭)_L3_ver1.0
W,일학습병행자격,L3,항공기엔진정비_L3_ver1.0
W,일학습병행자격,L2,기계요소조립_L2_ver1.0
W,일학습병행자격,L2,전산응용기계설계_L2_ver1.0
W,일학습병행자격,L4,선재가공_L4_ver1.0
W,일학습병행자격,L4,일반세라믹제조_L4_ver1.0
W,일학습병행자격,L2,금속도장_L2_ver1.0
W,일학습병행자격,L2,수동용접(CO2)_L2_ver1.0
W,일학습병행자격,L5,바이오화학제품제조_L5_ver1.0
W,일학습병행자격,L5,석유화학제품제조(석유)_L5_ver1.0
W,일학습병행자격,L4,수동용접(가스텅스텐아크)_L4_ver1.0
W,일학습병행자격,L3,전기기기제작_L3_ver1.0
W,일학습병행자격,L5,금융자산관리(증권)_L5_ver1.0
W,일학습병행자격,L3,원사생산관리(방적_혼타면)_L3_ver1.0
W,일학습병행자격,L3,판매관리(매장판매)_L3_ver1.0
W,일학습병행자격,L4,철도운전_L4_ver2.0
W,일학습병행자격,L5,철도관제_L5_ver2.0
W,일학습병행자격,L5,열차운용DIA관리_L5_ver2.0
W,일학습병행자격,L4,패션디자인_L4_ver2.0
W,일학습병행자격,L3,패턴메이킹_L3_ver2.0
W,일학습병행자격,L3,비주얼머천다이징_L3_ver2.0
W,일학습병행자격,L3,제직의류생산_L3_ver2.0
W,일학습병행자격,L4,편직의류생산_L4_ver2.0
W,일학습병행자격,L3,가죽·모피생산_L3_ver2.0
C,과정평가형자격,기사,사출금형산업기사
C,과정평가형자격,기사,프레스금형산업기사
C,과정평가형자격,기사,기계설계산업기사
C,과정평가형자격,기사,자동화설비산업기사
C,과정평가형자격,기사,설비보전산업기사
C,과정평가형자격,기사,치공구설계산업기사
C,과정평가형자격,기사,금속재료산업기사
C,과정평가형자격,기사,정밀측정산업기사
C,과정평가형자격,기사,위험물산업기사
C,과정평가형자격,기사,실내건축산업기사
C,과정평가형자격,기사,정보처리산업기사
C,과정평가형자격,기사,시각디자인산업기사
C,과정평가형자격,기사,공조냉동기계산업기사
C,과정평가형자격,기사,귀금속가공산업기사
C,과정평가형자격,기사,컬러리스트산업기사
C,과정평가형자격,기능사,컴퓨터응용선반기능사
C,과정평가형자격,기능사,컴퓨터응용밀링기능사
W,일학습병행자격,L5,공연기계장치_L5_ver2.0
W,일학습병행자격,L4,판금제관_L4_ver2.0
W,일학습병행자격,L3,사출금형설계_L3_ver2.0
W,일학습병행자격,L4,여행상품상담_L4_ver2.0
W,일학습병행자격,L3,커플매니저_L3_ver2.0
W,일학습병행자격,L5,재무기획관리_L5_ver2.0
W,일학습병행자격,L3,손해사정_L3_ver2.0
W,일학습병행자격,L5,위험물안전관리_L5_ver2.0
C,과정평가형자격,기능사,축산기능사
W,일학습병행자격,L4,영유아보육_L4_ver2.0
W,일학습병행자격,L3,텍스타일디자인_L3_ver2.0
W,일학습병행자격,L3,선박기관_L3_ver2.0
W,일학습병행자격,L3,주택관리_L3_ver2.0
W,일학습병행자격,L2,헤어디자인_L2_ver2.0
W,일학습병행자격,L3,유원시설운영관리_L3_ver2.0
W,일학습병행자격,L5,헬스케어운동지도_L5_ver2.0
W,일학습병행자격,L2,구조물해체_L2_ver2.0
W,일학습병행자격,L3,지게차정비_L3_ver2.0
W,일학습병행자격,L5,건설관리_L5_ver2.0
W,일학습병행자격,L3,연삭가공_L3_ver2.0
W,일학습병행자격,L3,항공기부품제작_L3_ver2.0
W,일학습병행자격,L5,기계제어설계_L5_ver2.0
W,일학습병행자격,L2,제강_L2_ver2.0
W,일학습병행자격,L4,냉간압연_L4_ver2.0
W,일학습병행자격,L3,바이오화학제품제조_L3_ver2.0
W,일학습병행자격,L4,패션머천다이징_L4_ver2.0
W,일학습병행자격,L5,패턴메이킹_L5_ver2.0
W,일학습병행자격,L3,화학물질분석_L3_ver3.0
W,일학습병행자격,L3,산업환경기계설비_L3_22V2
W,일학습병행자격,L5,산업환경기계설비_L5_22V2
W,일학습병행자격,L3,생산관리_L3_22V2
W,일학습병행자격,L5,생산관리_L5_22V2
W,일학습병행자격,L2,선박선체건조_L2_22V2
W,일학습병행자격,L3,섬유염색가공_L3_22V2
W,일학습병행자격,L2,세라믹제조_L2_22V2
W,일학습병행자격,L4,세라믹제조_L4_22V2
W,일학습병행자격,L2,세무·회계정보관리_L2_22V2
W,일학습병행자격,L3,세무·회계정보관리_L3_22V2
W,일학습병행자격,L3,소방공사관리_L3_22V2
W,일학습병행자격,L2,수동용접(CO2용접)_L2_22V2
W,일학습병행자격,L2,수산식품가공_L2_22V2
W,일학습병행자격,L3,수산식품가공_L3_22V2
W,일학습병행자격,L2,수중구조물시공및준설_L2_22V2
W,일학습병행자격,L6,스마트팩토리시스템관리_L6_22V2
W,일학습병행자격,L3,승강기설치_L3_22V2
W,일학습병행자격,L3,승강기유지관리_L3_22V2
W,일학습병행자격,L3,시각디자인_L3_22V2
W,일학습병행자격,L5,시각디자인_L5_22V2
W,일학습병행자격,L3,식음료서비스_L3_22V2
W,일학습병행자격,L4,식품품질관리_L4_22V2
W,일학습병행자격,L3,신변보호_L3_22V2
W,일학습병행자격,L3,씨앗생산_L3_22V2
W,일학습병행자격,L5,씨앗생산_L5_22V2
W,일학습병행자격,L3,연삭가공_L3_22V2
W,일학습병행자격,L3,영업_L3_22V2
W,일학습병행자격,L5,영업_L5_22V2
W,일학습병행자격,L4,압연(냉간압연)_L4_ver1.0
W,일학습병행자격,L3,특수인쇄(그라비어)_L3_ver1.0
W,일학습병행자격,L5,판매관리(통신판매)_L5_ver1.0
W,일학습병행자격,L3,판매관리(방문판매)_L3_ver1.0
W,일학습병행자격,L5,헤어디자이너_L5_ver1.0
W,일학습병행자격,L5,호텔관리_L5_ver1.0
W,일학습병행자격,L5,호텔식음료(지배인)_L5_ver1.0
W,일학습병행자격,L4,여행상품상담_L4_ver1.0
W,일학습병행자격,L4,유원시설운영서비스_L4_ver1.0
W,일학습병행자격,L3,건강운동관리_L3_ver1.0
W,일학습병행자격,L3,네일미용_L3_ver1.0
W,일학습병행자격,L3,메이크업아티스트_L3_ver1.0
W,일학습병행자격,L3,선수스포츠관리_L3_ver1.0
W,일학습병행자격,L3,스포츠클럽운영관리_L3_ver1.0
W,일학습병행자격,L3,여가생활지도_L3_ver1.0
W,일학습병행자격,L3,웨딩이벤트매니저_L3_ver1.0
W,일학습병행자격,L3,웨딩플래너_L3_ver1.0
W,일학습병행자격,L3,장례시설관리_L3_ver1.0
W,일학습병행자격,L3,장례지도_L3_ver1.0
W,일학습병행자격,L3,커플매니저_L3_ver1.0
W,일학습병행자격,L3,컨벤션기획_L3_ver1.0
W,일학습병행자격,L3,피부관리_L3_ver1.0
W,일학습병행자격,L3,항공객실서비스_L3_ver1.0
W,일학습병행자격,L2,메이크업아티스트_L2_ver1.0
W,일학습병행자격,L2,이용(Barber)_L2_ver1.0
W,일학습병행자격,L2,헤어디자이너_L2_ver1.0
W,일학습병행자격,L5,복어조리_L5_ver1.0
W,일학습병행자격,L5,양식조리_L5_ver1.0
W,일학습병행자격,L5,일식조리_L5_ver1.0
W,일학습병행자격,L5,한식조리_L5_ver1.0
W,일학습병행자격,L3,바텐더_L3_ver1.0
W,일학습병행자격,L3,복어조리_L3_ver1.0
W,일학습병행자격,L3,소믈리에_L3_ver1.0
W,일학습병행자격,L3,식음료서비스_L3_ver1.0
W,일학습병행자격,L3,양식조리_L3_ver1.0
W,일학습병행자격,L3,중식조리_L3_ver1.0
C,과정평가형자격,기능사,기계가공조립기능사
C,과정평가형자격,기능사,금형기능사
C,과정평가형자격,기능사,정밀측정기능사
W,일학습병행자격,L4,정비기지시설물유지보수_L4_ver2.0
W,일학습병행자격,L4,역시설물유지보수_L4_ver2.0
W,일학습병행자격,L5,철도정보통신시설물유지보수_L5_ver2.0
W,일학습병행자격,L4,철도선로시설물유지보수_L4_ver2.0
W,일학습병행자격,L3,선박항해_L3_ver2.0
W,일학습병행자격,L5,선박항해_L5_ver2.0
W,일학습병행자격,L5,선박기관_L5_ver2.0
W,일학습병행자격,L3,해상교통관제_L3_ver2.0
W,일학습병행자격,L5,해상교통관제_L5_ver2.0
W,일학습병행자격,L3,수상레저기구운항_L3_ver2.0
W,일학습병행자격,L3,검수_L3_ver2.0
W,일학습병행자격,L5,검정_L5_ver2.0
W,일학습병행자격,L3,경량항공기레저관광조종_L3_ver2.0
W,일학습병행자격,L5,재난방재조종_L5_ver2.0
W,일학습병행자격,L4,항공안전관리_L4_ver2.0
W,일학습병행자격,L5,항공보안관리_L5_ver2.0
W,일학습병행자격,L5,영업_L5_ver2.0
W,일학습병행자격,L4,부동산경·공매_L4_ver2.0
W,일학습병행자격,L5,주택관리_L5_ver2.0
W,일학습병행자격,L5,부동산자산관리_L5_ver2.0
W,일학습병행자격,L3,부동산중개_L3_ver2.0
W,일학습병행자격,L5,부동산중개_L5_ver2.0
W,일학습병행자격,L3,감정평가정보_L3_ver2.0
W,일학습병행자격,L5,감정평가정보_L5_ver2.0
W,일학습병행자격,L5,매장판매_L5_ver2.0
W,일학습병행자격,L3,방문판매_L3_ver2.0
W,일학습병행자격,L5,방문판매_L5_ver2.0
W,일학습병행자격,L3,e-비지니스_L3_ver2.0
W,일학습병행자격,L5,e-비지니스_L5_ver2.0
W,일학습병행자격,L3,기계경비_L3_ver2.0
W,일학습병행자격,L3,신변보호_L3_ver2.0
C,과정평가형자격,기능사,정보처리기능사
W,일학습병행자격,L3,자동제어기기제작_L3_ver2.0
W,일학습병행자격,L4,전자기기소프트웨어개발_L4_ver2.0
W,일학습병행자격,L4,무선통신설계_L4_ver2.0
W,일학습병행자격,L5,SW개발_L5_ver2.0
W,일학습병행자격,L6,임베디드SW개발_L6_ver2.0
W,일학습병행자격,L3,주류제조가공_L3_ver2.0
W,일학습병행자격,L3,귀금속가공_L3_ver2.0
W,일학습병행자격,L3,광산환경관리_L3_ver2.0
W,일학습병행자격,L5,풍력에너지생산기술_L5_ver2.0
W,일학습병행자격,L2,임산물생산관리_L2_ver2.0
W,일학습병행자격,L3,염생산관리_L3_ver2.0
C,과정평가형자격,기사,재료조직평가산업기사
C,과정평가형자격,기사,전산회계운용사1급
W,일학습병행자격,L3,마케팅·커뮤니케이션_L3_20V1
W,일학습병행자격,L5,광고·홍보_L5_20V1
W,일학습병행자격,L5,마케팅전략기획_L5_20V1
W,일학습병행자격,L5,마케팅통계분석_L5_20V1
W,일학습병행자격,L3,총무·인사_L3_20V1
W,일학습병행자격,L5,총무·인사_L5_20V1
W,일학습병행자격,L5,재무기획관리_L5_20V1
W,일학습병행자격,L2,세무·회계정보관리_L2_20V1
W,일학습병행자격,L3,세무·회계정보관리_L3_20V1
W,일학습병행자격,L4,산업물류_L4_20V1
W,일학습병행자격,L3,수출입관리_L3_20V1
W,일학습병행자격,L3,생산관리_L3_20V1
W,일학습병행자격,L5,생산관리_L5_20V1
W,일학습병행자격,L3,품질경영_L3_20V1
W,일학습병행자격,L5,품질경영_L5_20V1
W,일학습병행자격,L3,금융업무관리_L3_20V1
W,일학습병행자격,L5,증권금융자산관리_L5_20V1
W,일학습병행자격,L3,신용카드운영_L3_20V1
W,일학습병행자격,L5,자산운용_L5_20V1
W,일학습병행자격,L3,매장판매_L3_ver3.0
W,일학습병행자격,L3,e-비지니스_L3_ver3.0
W,일학습병행자격,L2,자동차정비_L2_ver3.0
W,일학습병행자격,L3,사출금형제작_L3_ver3.0
W,일학습병행자격,L3,플라스틱사출성형품제조_L3_ver3.0
W,일학습병행자격,L2,음료제조가공_L2_22V2
W,일학습병행자격,L3,와이어방전가공_L3_22v2
W,일학습병행자격,L2,자동제어기기제작_L2_22V2
W,일학습병행자격,L3,자동제어기기제작_L3_22V2
W,일학습병행자격,L2,자동차보수도장_L2_22V2
W,일학습병행자격,L5,자동차시험평가_L5_22V2
W,일학습병행자격,L2,자동차정비_L2_22V2
W,일학습병행자격,L3,자동차정비_L3_22V2
W,일학습병행자격,L3,자동차차체도장_L3_22V2
W,일학습병행자격,L5,재무기획관리_L5_22V2
W,일학습병행자격,L5,전기설계_L5_22V2
W,일학습병행자격,L2,전기시공_L2_22V2
W,일학습병행자격,L2,전산응용기계설계_L2_22V2
W,일학습병행자격,L2,전자기기생산_L2_22V2
W,일학습병행자격,L4,전자기기서비스_L4_22V2
W,일학습병행자격,L3,전자기기하드웨어개발_L3_22V2
W,일학습병행자격,L5,전직지원_L5_22V2
W,일학습병행자격,L2,제빵_L2_22V2
W,일학습병행자격,L5,증권금융자산관리_L5_22V2
W,일학습병행자격,L3,지게차정비_L3_22V2
W,일학습병행자격,L5,직업상담_L5_22V2
W,일학습병행자격,L2,철근콘크리트·가설시공_L2_22V2
W,일학습병행자격,L2,축산식품가공_L2_22V2
W,일학습병행자격,L2,측량·지리정보개발_L2_22V2
W,일학습병행자격,L5,측량·지리정보개발_L5_22V2
W,일학습병행자격,L5,토목설계_L5_22V2
W,일학습병행자격,L5,건축설계_L5_ver1.0
W,일학습병행자격,L5,건축설비_L5_ver1.0
W,일학습병행자격,L5,건축시공관리_L5_ver1.0
W,일학습병행자격,L5,교통계획설계_L5_ver1.0
W,일학습병행자격,L5,도시계획_L5_ver1.0
W,일학습병행자격,L5,산업환경전기·계측제어설비_L5_ver1.0
W,일학습병행자격,L5,측량·지리정보개발_L5_ver1.0
W,일학습병행자격,L5,토목설계_L5_ver1.0
W,일학습병행자격,L5,토목시공관리_L5_ver1.0
W,일학습병행자격,L5,해양생태분석_L5_ver1.0
W,일학습병행자격,L4,수동용접(가스메탈아크)_L4_ver1.0
W,일학습병행자격,L3,특수인쇄(플렉소그래피)_L3_ver1.0
W,일학습병행자격,L2,단조압출인발(단조)_L2_ver1.0
W,일학습병행자격,L2,수동용접(가스메탈아크)_L2_ver1.0
W,일학습병행자격,L2,자동용접(로봇용접)_L2_ver1.0
W,일학습병행자격,L2,수동용접(가스텅스텐아크)_L2_ver1.0
W,일학습병행자격,L4,자동용접(로봇용접)_L4_ver1.0
W,일학습병행자격,L3,판매관리(통신판매)_L3_ver1.0
W,일학습병행자격,L2,전기기기제작_L2_ver1.0
W,일학습병행자격,L2,압연(냉간압연)_L2_ver1.0
W,일학습병행자격,L3,자재관리_L3_ver1.0
W,일학습병행자격,L3,신용카드운영_L3_ver1.0
W,일학습병행자격,L5,공연음향_L5_ver1.0
W,일학습병행자격,L5,문화예술경영_L5_ver1.0
W,일학습병행자격,L4,만화제작_L4_ver1.0
W,일학습병행자격,L3,서비스·경험디자인_L3_ver1.0
W,일학습병행자격,L4,항공안전관리_L4_ver1.0
W,일학습병행자격,L4,카지노기획개발_L4_ver1.0
W,일학습병행자격,L3,헤어디자이너_L3_ver1.0
W,일학습병행자격,L3,일식조리_L3_ver1.0
W,일학습병행자격,L3,건축구조설계_L3_ver1.0
W,일학습병행자격,L3,축산식품저장·유통_L3_ver1.0
W,일학습병행자격,L3,출판에디터_L3_ver1.0
W,일학습병행자격,L3,산업보건관리_L3_ver1.0
W,일학습병행자격,L5,식품육종_L5_ver1.0
W,일학습병행자격,L2,세탁_L2_ver2.0
W,일학습병행자격,L2,수선_L2_ver2.0
W,일학습병행자격,L2,네일미용_L2_ver2.0
W,일학습병행자격,L3,네일미용_L3_ver2.0
W,일학습병행자격,L5,네일미용_L5_ver2.0
W,일학습병행자격,L2,피부관리_L2_ver2.0
W,일학습병행자격,L3,피부관리_L3_ver2.0
W,일학습병행자격,L3,헤어디자인_L3_ver2.0
W,일학습병행자격,L5,뷰티디자인전문_L5_ver2.0
W,일학습병행자격,L3,사출금형제작_L3_ver1.0
W,일학습병행자격,L3,생산기계설치·정비_L3_ver1.0
W,일학습병행자격,L3,선박시운전정비_L3_ver1.0
W,일학습병행자격,L3,선박의장설계_L3_ver1.0
C,과정평가형자격,기능사,전산응용기계제도기능사
C,과정평가형자격,기능사,특수용접기능사
C,과정평가형자격,기능사,용접기능사
C,과정평가형자격,기능사,공유압기능사
W,일학습병행자격,L3,패션소품생산_L3_ver2.0
W,일학습병행자격,L3,한복생산_L3_ver2.0
W,일학습병행자격,L4,패션제품유통_L4_ver2.0
W,일학습병행자격,L5,패션제품유통_L5_ver2.0
W,일학습병행자격,L2,신발제조_L2_ver2.0
W,일학습병행자격,L5,송배전설비시공_L5_ver2.0
W,일학습병행자격,L5,전력계통설계_L5_ver2.0
W,일학습병행자격,L5,전기감리_L5_ver2.0
W,일학습병행자격,L5,전기기기설계_L5_ver2.0
W,일학습병행자격,L3,전기기기제작_L3_ver2.0
W,일학습병행자격,L2,전기기기제작_L2_ver2.0
W,일학습병행자격,L3,전기설계_L3_ver2.0
W,일학습병행자격,L5,전기설계_L5_ver2.0
W,일학습병행자격,L3,전기시공_L3_ver2.0
W,일학습병행자격,L2,전기시공_L2_ver2.0
W,일학습병행자격,L5,전기설비시공_L5_ver2.0
W,일학습병행자격,L2,자동제어기기제작_L2_ver2.0
