"﻿""jobClcd""",jobClcdNM,jobCd,jobNm,keywords
151,기계·로봇공학 기술자 및 시험원,K000000870,플랜트기계공학기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
151,기계·로봇공학 기술자 및 시험원,K000000877,항공공학기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
151,기계·로봇공학 기술자 및 시험원,K000001082,기계‧로봇공학시험원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
151,기계·로봇공학 기술자 및 시험원,K000001101,조선·해양공학기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
151,기계·로봇공학 기술자 및 시험원,K000001103,건설기계공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
151,기계·로봇공학 기술자 및 시험원,K000001185,자동차공학기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
152,금속·재료공학 기술자 및 시험원,K000000942,재료(금속)공학기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
152,금속·재료공학 기술자 및 시험원,K000001189,금속·재료공학시험원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000000826,전기기기·제품개발기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000000840,송·배전설비기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000000876,전기감리기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000000879,디스플레이연구 및 개발자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000000975,발전설비기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000000984,전자제품 및 부품 개발기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000001184,반도체공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000001191,전자계측제어기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000001202,전기계측제어기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000001205,전기·전자공학시험원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
153,전기·전자공학 기술자 및 시험원,K000007491,전기안전기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
154,화학공학 기술자 및 시험원,K000000865,석유화학공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
154,화학공학 기술자 및 시험원,K000000934,화학공학시험원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
154,화학공학 기술자 및 시험원,K000000946,도료 및 농약품화학공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
154,화학공학 기술자 및 시험원,K000000998,의약품공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
154,화학공학 기술자 및 시험원,K000001141,비누 및 화장품화학공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
154,화학공학 기술자 및 시험원,K000001193,고무 및 플라스틱화학공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000000863,원자력공학기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000000887,수질환경기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000000920,토양환경기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000000938,대기환경기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000001026,소음진동기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000001036,가스·에너지시험원 및 진단전문가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000001064,보건위생·환경검사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000001084,태양광발전연구 및 개발자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000001097,환경시험원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000001159,풍력발전연구 및 개발자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000007554,폐기물처리기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
155,에너지·환경공학 기술자 및 시험원,K000007582,환경영향평가원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
156,섬유공학 기술자 및 시험원,K000001123,섬유공학기술자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
156,섬유공학 기술자 및 시험원,K000001151,섬유공학시험원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
157,식품공학 기술자 및 시험원,K000000970,식품공학시험원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
157,식품공학 기술자 및 시험원,K000001063,식품공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
158,소방·방재·산업안전·비파괴 기술자,K000000835,산업안전원 및 위험관리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
158,소방·방재·산업안전·비파괴 기술자,K000000953,소방공학기술자 및 연구원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
158,소방·방재·산업안전·비파괴 기술자,K000001147,위험관리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
158,소방·방재·산업안전·비파괴 기술자,K000007545,비파괴검사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
159,제도사 및 기타 인쇄·목재 등 공학 기술자 및 시험원,K000001090,제도사(캐드원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
159,제도사 및 기타 인쇄·목재 등 공학 기술자 및 시험원,K000007581,3D프린팅모델러,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
211,대학 교수 및 강사,K000000906,대학교수,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
211,대학 교수 및 강사,K000001220,대학시간강사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
212,학교 교사,K000000849,보조교사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
212,학교 교사,K000001065,중·고등학교교사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
212,학교 교사,K000001113,특수교육교사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
212,학교 교사,K000007558,초등학교교사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
213,유치원 교사,K000007530,유치원교사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
214,문리·기술·예능 강사,K000000837,외국어강사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
214,문리·기술·예능 강사,K000000883,학습지·교육교구방문강사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
214,문리·기술·예능 강사,K000000911,예능강사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
214,문리·기술·예능 강사,K000000947,문리학원강사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
214,문리·기술·예능 강사,K000000967,기술·기능계강사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
214,문리·기술·예능 강사,K000007539,컴퓨터강사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
215,장학관 및 기타 교육 종사자,K000001149,교재·교구 및 이러닝교육전문가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
221,법률 전문가,K000001221,법무사 및 집행관,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
221,법률 전문가,K000007470,변리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
221,법률 전문가,K000007482,변호사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
221,법률 전문가,K000007527,판사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
221,법률 전문가,K000007573,검사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
222,법률 사무원,K000001180,법률사무원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
231,사회복지사 및 상담사,K000000857,사회복지사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
231,사회복지사 및 상담사,K000001049,심리상담전문가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
231,사회복지사 및 상담사,K000007485,사회단체활동가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
231,사회복지사 및 상담사,K000007526,청소년지도사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
231,사회복지사 및 상담사,K000007565,직업상담사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
232,보육교사 및 기타 사회복지 종사자,K000007502,보육교사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
232,보육교사 및 기타 사회복지 종사자,K000007541,생활지도원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
240,"경찰관, 소방관 및 교도관",K000007495,소방관,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
240,"경찰관, 소방관 및 교도관",K000007521,경찰관,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
240,"경찰관, 소방관 및 교도관",K000007540,해양경찰관,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
240,"경찰관, 소방관 및 교도관",K000007570,교도관,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
250,군인,K000001175,위관급 장교,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
250,군인,K000007508,부사관,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000000844,비뇨기과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000000862,안과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000000889,외과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000000892,성형외과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000000928,정신과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000000939,가정의학과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000000948,소아청소년과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000001068,피부과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000001071,방사선과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000001108,이비인후과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000001129,마취병리과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000001133,내과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000001146,산부인과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000007472,치과의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000007504,일반의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
301,"의사, 한의사 및 치과의사",K000007542,한의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
302,수의사,K000001011,수의사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
303,약사 및 한약사,K000000993,약사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
303,약사 및 한약사,K000007474,한약사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
304,간호사,K000007490,보건교사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
304,간호사,K000007494,간호사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
305,영양사,K000001144,영양사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000000830,치과위생사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000000864,재활공학기사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000001017,방사선사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000001088,언어치료사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000001186,청능사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000001216,예술치료사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000007501,물리치료사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000007529,임상심리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000007537,작업치료사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000007544,임상병리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000007564,놀이치료사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
306,의료기사·치료사·재활사,K000007577,치과기공사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
307,보건·의료 종사자,K000007461,응급구조사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
307,보건·의료 종사자,K000007492,보건의료정보관리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
307,보건·의료 종사자,K000007509,안경사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
307,보건·의료 종사자,K000007547,안마사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
307,보건·의료 종사자,K000007576,간호조무사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
411,작가·통번역가,K000000824,번역가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
411,작가·통번역가,K000001029,영화시나리오작가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
411,작가·통번역가,K000001051,통역가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
411,작가·통번역가,K000001169,방송작가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
411,작가·통번역가,K000001198,출판물기획자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
411,작가·통번역가,K000007572,소설가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
412,기자 및 언론 전문가,K000000937,신문기자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
412,기자 및 언론 전문가,K000000966,잡지기자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
412,기자 및 언론 전문가,K000001222,방송기자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
413,학예사·사서·기록물관리사,K000001019,학예사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
413,학예사·사서·기록물관리사,K000001100,기록물관리사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
413,학예사·사서·기록물관리사,K000001119,문화재보존원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
413,학예사·사서·기록물관리사,K000007532,사서,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000000851,지휘자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000001007,사진작가 및 사진사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000001089,가수,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000001110,국악인,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000001116,만화영화작가(애니메이터),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000001181,연주가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000007479,안무가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000007505,성악가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000007511,대중무용수,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000007518,만화가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000007546,무용가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000007551,화가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000007571,조각가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
414,"창작·공연 전문가(작가, 연극 제외)",K000007583,작곡가,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
415,디자이너,K000000890,UX·UI디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
415,디자이너,K000001000,제품디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
415,디자이너,K000001008,패션소품디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
415,디자이너,K000001060,시각디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
415,디자이너,K000007454,의상디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
415,디자이너,K000007459,영상그래픽디자이너,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
